"Start Date","End Date","Progress","Finished","Birthyear","Gender","ESL","Race","Country","State","Role","Work","Employed","Ann_Income","Edu_Level","Pol_Aff","Religion","Read","Read_SM","Make_SM","Open_Elem","How_Many_Days","Capacity","Vacc_Effec","Chart_Control1","Chart_Control2","Chart_Treat1","Chart_Treat2","Array_Control1","Array_Control2","Array_Control3","Array_Treat1","Array_Treat2","Array_Treat3"
"2021-04-07 17:24:34","2021-04-07 18:20:02","100","True","1999","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy ebooks","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","","","","Right","","","","Right","",""
"2021-04-07 18:38:07","2021-04-07 19:02:51","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Buddhist","I don't purchase books","Daily","Weekly","No","None","25%","Moderately effective: 85%","","","Right","","","","","","Right",""
"2021-04-07 18:39:00","2021-04-07 19:05:14","100","True","1999","Cisgender Woman","Yes","Other:","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Muslim","I don't purchase books","More than once a day","Less than Weekly","Yes","None","50%","Extremely effective: 95%","","Wrong","","","Wrong","","","","",""
"2021-04-07 18:40:31","2021-04-07 19:06:42","100","True","2000","Cisgender Woman","Prefer not to say","Prefer not to answer","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Prefer not to say","Prefer not to say","I buy both","Daily","Weekly","No","None","25%","Extremely effective: 95%","Right","","","","","","","","Wrong",""
"2021-04-07 18:12:36","2021-04-07 19:13:06","100","True","2001","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Prefer not to say","Protestant","I buy physical books","Daily","Less than Weekly","No","None","25%","Extremely effective: 95%","","","","Right","","","","","","Right"
"2021-04-07 18:37:48","2021-04-07 19:14:13","100","True","1998","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Unemployed looking for work","","Bachelor's degree","Democrat","Atheist or agnostic","I don't purchase books","Daily","Less than Weekly","No","Less than 5 weekdays","50%","Moderately effective: 85%","","Right","","","","Right","","","",""
"2021-04-07 18:34:11","2021-04-07 19:15:44","100","True","1997","Other","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Bachelor's degree","Independent","Protestant","I buy ebooks","More than once a day","Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","Right","","","","Right","","","","",""
"2021-04-07 18:12:18","2021-04-07 19:19:28","100","True","2002","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","No","Student","","Some college","Socialist","Atheist or agnostic","I buy ebooks","More than once a day","Daily","No","None","25%","Very effective: 90%","","Right","","","","Wrong","","","",""
"2021-04-07 18:57:36","2021-04-07 19:20:38","100","True","2001","Cisgender Man","Yes","Asian","India","","Undergraduate Student","No","Student","","Some college","Prefer not to say","Hindu","I don't purchase books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Moderately effective: 85%","","","Right","","Right","","","","",""
"2021-04-07 18:41:07","2021-04-07 19:23:32","100","True","1998","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Republican","Muslim","I buy physical books","Weekly","Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","Wrong","","","","","","","Right",""
"2021-04-07 18:55:19","2021-04-07 19:23:50","100","True","2000","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Independent","Atheist or agnostic","I buy physical books","More than once a day","Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","Right","","","","","Right","","","",""
"2021-04-07 18:38:41","2021-04-07 19:27:03","100","True","1999","Cisgender Woman","Yes","Hispanic or Latino","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Bachelor's degree","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","","","","Wrong","","Right","","","",""
"2021-04-07 18:40:55","2021-04-07 19:27:47","100","True","1998","Cisgender Man","Yes","Asian","United States of America","California","Other","Yes","Student","$30,000 - $39,999","Bachelor's degree","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Extremely effective: 95%","","Right","","","","","","","Right",""
"2021-04-07 18:53:47","2021-04-07 19:29:56","100","True","2000","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","$20,000 - $29,999","Some college","Democrat","Other:","I buy physical books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Extremely effective: 95%","","Right","","","","Right","","","",""
"2021-04-07 18:44:52","2021-04-07 19:30:49","100","True","2000","Non-binary","No","Other:","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","","Wrong","","","","","","Right","",""
"2021-04-07 18:53:29","2021-04-07 19:32:13","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","Washington","Undergraduate Student","Yes","Employed full time","$50,000 - $59,999","Bachelor's degree","Democrat","Hindu","I buy both","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","","","Right","","","","Right","",""
"2021-04-07 18:43:05","2021-04-07 19:33:15","100","True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","$20,000 - $29,999","No college","Republican","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","Yes","Monday - Friday","100%","Moderately effective: 85%","","","","Right","","Right","","","",""
"2021-04-07 18:50:28","2021-04-07 19:33:20","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Other:","I buy physical books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","","","Right","Right","","","","",""
"2021-04-07 18:45:04","2021-04-07 19:33:28","100","True","1999","Cisgender Woman","Yes","Asian","United States of America","Colorado","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","75%","Moderately effective: 85%","","","","Right","Right","","","","",""
"2021-04-07 18:28:17","2021-04-07 19:34:52","100","True","1990","Cisgender Woman","Yes","Asian","United States of America","California","Graduate Student","Yes","Student","$30,000 - $39,999","Advanced degree (Master's, Doctorate)","Democrat","Other Christian:","I buy both","Daily","Less than Weekly","Yes","Monday - Friday","50%","Very effective: 90%","","","","Right","Right","","","","",""
"2021-04-07 18:52:23","2021-04-07 19:35:11","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Prefer not to say","Hindu","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Moderately effective: 85%","","Wrong","","","","","Right","","",""
"2021-04-07 17:43:36","2021-04-07 19:35:13","100","True","1997","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Employed full time","Less than $10,000","Bachelor's degree","Republican","Atheist or agnostic","I buy both","More than once a day","Daily","No","None","25%","Moderately effective: 85%","","","","Right","","","","Right","",""
"2021-04-07 18:54:02","2021-04-07 19:37:36","100","True","1994","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Independent","Atheist or agnostic","I buy both","Less than Weekly","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","","","","Right","","","","","","Right"
"2021-04-07 18:22:15","2021-04-07 19:37:39","100","True","1997","Cisgender Man","No","Asian","United States of America","California","Graduate Student","No","Student","","Bachelor's degree","Independent","Prefer not to say","I buy physical books","More than once a day","Less than Weekly","No","None","50%","Very effective: 90%","Right","","","","","","","","","Right"
"2021-04-07 19:07:54","2021-04-07 19:37:56","100","True","1994","Cisgender Woman","No","Asian","Canada","","Graduate Student","Yes","Student","$30,000 - $39,999","Bachelor's degree","Socialist","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","None","50%","Moderately effective: 85%","","","","Wrong","Right","","","","",""
"2021-04-07 18:47:53","2021-04-07 19:38:17","100","True","2001","Other","No","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Protestant","I buy both","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","25%","Extremely effective: 95%","Right","","","","","Right","","","",""
"2021-04-07 19:04:00","2021-04-07 19:38:59","100","True","2002","Cisgender Man","No","Hispanic or Latino","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Roman Catholic","I buy ebooks","More than once a day","More than once a day","No","Monday - Friday","25%","Extremely effective: 95%","","","Right","","","","Right","","",""
"2021-04-07 18:54:20","2021-04-07 19:41:16","100","True","2000","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Independent","Roman Catholic","I buy physical books","More than once a day","Weekly","Yes","Monday - Friday","100%","Extremely effective: 95%","","","","Wrong","","","","Right","",""
"2021-04-07 18:56:52","2021-04-07 19:41:56","100","True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Independent","Atheist or agnostic","I don't purchase books","Daily","Less than Weekly","Yes","Less than 5 weekdays","25%","Extremely effective: 95%","Right","","","","","","Right","","",""
"2021-04-07 18:51:57","2021-04-07 19:42:02","100","True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Bachelor's degree","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","Yes","None","25%","Extremely effective: 95%","Right","","","","","","","","Right",""
"2021-04-07 18:48:51","2021-04-07 19:42:28","100","True","2002","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","No","Student","","Some college","Prefer not to say","Atheist or agnostic","I buy physical books","Daily","Less than Weekly","No","None","50%","Very effective: 90%","Right","","","","","","Wrong","","",""
"2021-04-07 18:53:46","2021-04-07 19:43:48","100","True","2001","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Jewish","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","","","","Right","","","Right","","",""
"2021-04-07 18:42:59","2021-04-07 19:44:16","100","True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy ebooks","More than once a day","Weekly","Yes","Less than 5 weekdays","75%","Very effective: 90%","","Right","","","","","","","","Right"
"2021-04-07 18:46:35","2021-04-07 19:45:39","100","True","2000","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Democrat","Jewish","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","25%","Very effective: 90%","","Right","","","","Right","","","",""
"2021-04-07 19:06:22","2021-04-07 19:47:00","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","Right","","","","Wrong","","","",""
"2021-04-07 18:49:20","2021-04-07 19:47:12","100","True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Bachelor's degree","Prefer not to say","Prefer not to say","I buy physical books","Less than Weekly","Less than Weekly","No","None","25%","Extremely effective: 95%","","","Wrong","","","","","","","Right"
"2021-04-07 18:47:54","2021-04-07 19:47:31","100","True","1998","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","No","Unemployed looking for work","","Bachelor's degree","Independent","Atheist or agnostic","I buy ebooks","Weekly","Less than Weekly","No","None","25%","Extremely effective: 95%","Wrong","","","","","","","","","Right"
"2021-04-07 18:45:55","2021-04-07 19:47:32","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","$10,000 - $19,999","Some college","Prefer not to say","Atheist or agnostic","I buy ebooks","More than once a day","Less than Weekly","Yes","None","50%","Extremely effective: 95%","","Right","","","","","","","Wrong",""
"2021-04-07 18:58:53","2021-04-07 19:49:54","100","True","1995","Cisgender Man","No","Hispanic or Latino","United States of America","California","Other","Yes","Employed part time","$20,000 - $29,999","Bachelor's degree","Democrat","Atheist or agnostic","I buy physical books","Less than Weekly","Less than Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","","","","Right","Right","","","","",""
"2021-04-07 19:20:54","2021-04-07 19:50:37","100","True","2001","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Independent","Atheist or agnostic","I don't purchase books","Daily","Prefer not to say","Yes","Less than 5 weekdays","50%","Extremely effective: 95%","","Right","","","","","","","Right",""
"2021-04-07 18:51:57","2021-04-07 19:52:10","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","75%","Very effective: 90%","Right","","","","","","","Right","",""
"2021-04-07 19:00:32","2021-04-07 19:52:37","100","True","1997","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Unemployed looking for work","$20,000 - $29,999","Some college","Democrat","Buddhist","I buy both","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","Wrong","","","Wrong","","","","",""
"2021-04-07 18:51:18","2021-04-07 19:53:00","100","True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Republican","Hindu","I buy physical books","More than once a day","More than once a day","Yes","Monday - Friday","100%","Moderately effective: 85%","","","","Right","Right","","","","",""
"2021-04-07 19:36:00","2021-04-07 19:53:32","100","True","2000","Cisgender Man","No","Asian","United States of America","California","Undergraduate Student","Yes","Student","$10,000 - $19,999","Some college","Independent","Atheist or agnostic","I buy ebooks","Daily","Daily","No","Less than 5 weekdays","50%","","","","","Wrong","","","Right","","",""
"2021-04-07 19:06:43","2021-04-07 19:54:00","100","True","2000","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Independent","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","None","50%","Moderately effective: 85%","","","","Right","","","","Right","",""
"2021-04-07 18:50:59","2021-04-07 19:54:43","100","True","1999","Cisgender Man","No","Asian","United States of America","California","Undergraduate Student","Yes","Student","$10,000 - $19,999","Some college","Independent","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","25%","Very effective: 90%","","","Wrong","","","","","","Right",""
"2021-04-07 18:52:49","2021-04-07 19:56:16","100","True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Prefer not to say","Atheist or agnostic","I buy both","More than once a day","Weekly","No","None","25%","Very effective: 90%","","Right","","","","","","","","Right"
"2021-04-07 18:35:24","2021-04-07 19:56:21","100","True","1999","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Bachelor's degree","Prefer not to say","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","50%","Moderately effective: 85%","","","","Right","Right","","","","",""
"2021-04-07 19:16:59","2021-04-07 19:56:37","100","True","2002","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Extremely effective: 95%","","","","Right","","Right","","","",""
"2021-04-07 19:05:03","2021-04-07 19:57:34","100","True","2000","Cisgender Man","No","Asian","","","Undergraduate Student","No","Student","","Bachelor's degree","Independent","Hindu","I buy physical books","Daily","Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","Right","","","","","Wrong","","","",""
"2021-04-07 18:27:54","2021-04-07 19:58:29","100","True","1995","Cisgender Man","Yes","Asian","United States of America","California","Graduate Student","No","Student","","Advanced degree (Master's, Doctorate)","Democrat","Protestant","I buy physical books","Daily","Less than Weekly","Yes","Less than 5 weekdays","50%","Extremely effective: 95%","Right","","","","Right","","","","",""
"2021-04-07 18:51:14","2021-04-07 19:59:36","100","True","1998","Cisgender Man","No","Asian","United States of America","California","Graduate Student","No","Student","","Bachelor's degree","Democrat","Hindu","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","Right","","","","","","Right","","",""
"2021-04-07 18:30:14","2021-04-07 20:01:27","100","True","1998","Cisgender Man","No","Asian","United States of America","California","Graduate Student","No","Student","","Bachelor's degree","Democrat","Buddhist","I don't purchase books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Extremely effective: 95%","","","Wrong","","","Right","","","",""
"2021-04-07 18:44:57","2021-04-07 20:01:28","100","True","1998","Non-binary","No","Hispanic or Latino","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","","","Right","","Wrong","","","","",""
"2021-04-07 19:26:46","2021-04-07 20:03:31","100","True","2000","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Independent","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Moderately effective: 85%","","","","","","","","Right","",""
"2021-04-07 19:28:57","2021-04-07 20:03:43","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","$10,000 - $19,999","Some college","Democrat","Atheist or agnostic","I don't purchase books","Daily","Less than Weekly","No","None","25%","Very effective: 90%","","","Right","","","","","","","Right"
"2021-04-07 19:16:45","2021-04-07 20:06:52","100","True","1999","Cisgender Man","No","Hispanic or Latino","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Republican","Atheist or agnostic","I buy physical books","Weekly","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","","Wrong","","","","","","","Right"
"2021-04-07 19:02:01","2021-04-07 20:06:55","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Democrat","Muslim","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","","Right","","","","","","","Right",""
"2021-04-07 18:44:43","2021-04-07 20:10:46","100","True","1996","Cisgender Woman","Yes","Asian","United States of America","California","Other","Yes","Employed full time","$40,000 - $49,999","Bachelor's degree","Democrat","Atheist or agnostic","I don't purchase books","Daily","Less than Weekly","No","None","25%","Moderately effective: 85%","","","","Right","","","Right","","",""
"2021-04-07 18:57:12","2021-04-07 20:12:28","100","True","1996","Other","No","Asian","India","","Graduate Student","Yes","Student","$20,000 - $29,999","Bachelor's degree","Other","Other:","I buy ebooks","Daily","Daily","No","Less than 5 weekdays","50%","Moderately effective: 85%","","","","","","","Right","","",""
"2021-04-07 19:11:40","2021-04-07 20:12:36","100","True","1998","Cisgender Woman","Yes","Hispanic or Latino","United States of America","California","Undergraduate Student","Yes","Employed part time","$20,000 - $29,999","Some college","Democrat","Atheist or agnostic","I buy physical books","Daily","Less than Weekly","Yes","Monday - Friday","50%","Extremely effective: 95%","Right","","","","Right","","","","",""
"2021-04-07 19:08:42","2021-04-07 20:14:01","100","True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Roman Catholic","I buy both","More than once a day","Weekly","Yes","Monday - Friday","75%","Moderately effective: 85%","","","","","","","","Right","",""
"2021-04-07 19:09:01","2021-04-07 20:16:45","100","True","2000","Cisgender Man","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","Some college","Socialist","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Extremely effective: 95%","","Right","","","","","","Right","",""
"2021-04-07 18:46:54","2021-04-07 20:17:01","100","True","1995","Cisgender Man","No","Other:","United States of America","California","Graduate Student","Yes","Employed part time","$30,000 - $39,999","Advanced degree (Master's, Doctorate)","Independent","Prefer not to say","I buy ebooks","More than once a day","Less than Weekly","No","Monday - Friday","50%","Very effective: 90%","Right","","","","","","Right","","",""
"2021-04-07 19:16:54","2021-04-07 20:17:26","100","True","1998","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Other","Yes","Student","Less than $10,000","Bachelor's degree","Democrat","Jewish","I buy physical books","More than once a day","Less than Weekly","No","None","50%","Extremely effective: 95%","Right","","","","","","","Right","",""
"2021-04-07 19:08:48","2021-04-07 20:20:20","100","True","1994","Cisgender Woman","Yes","Asian","United States of America","California","Other","Yes","Employed full time","$100,000 - $149,999","Bachelor's degree","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Moderately effective: 85%","","","Wrong","","","Right","","","",""
"2021-04-07 19:37:20","2021-04-07 20:23:07","100","True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Prefer not to say","I buy both","More than once a day","Daily","No","None","25%","Moderately effective: 85%","","","","Right","","","","","Right",""
"2021-04-07 19:10:23","2021-04-07 20:26:29","100","True","1999","Cisgender Man","No","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Socialist","Atheist or agnostic","I buy physical books","Daily","Less than Weekly","Yes","Monday - Friday","100%","Moderately effective: 85%","","","","Right","","","","","Right",""
"2021-04-07 19:12:29","2021-04-07 20:27:00","100","True","1993","Cisgender Woman","No","Non-Hispanic White","Portugal","","Other","Yes","Student","Less than $10,000","Advanced degree (Master's, Doctorate)","Socialist","Roman Catholic","I buy physical books","More than once a day","Less than Weekly","No","None","50%","Very effective: 90%","Right","","","","Right","","","","",""
"2021-04-07 19:41:25","2021-04-07 20:30:52","100","True","1999","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Prefer not to say","Buddhist","I buy ebooks","More than once a day","Less than Weekly","No","None","25%","Very effective: 90%","Right","","","","","","","","Right",""
"2021-04-07 19:18:52","2021-04-07 20:31:38","100","True","2002","Non-binary","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Other","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Extremely effective: 95%","","","Right","","","","","","Right",""
"2021-04-07 19:36:58","2021-04-07 20:32:13","100","True","1999","Cisgender Woman","No","Asian","United States of America","Texas","Undergraduate Student","Yes","Student","Less than $10,000","Bachelor's degree","Democrat","Atheist or agnostic","I buy ebooks","Less than Weekly","Less than Weekly","Yes","Monday - Friday","50%","Moderately effective: 85%","","Right","","","","Right","","","",""
"2021-04-07 19:05:30","2021-04-07 20:33:10","100","True","1994","Cisgender Woman","Yes","Hispanic or Latino","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","None","25%","Very effective: 90%","Right","","","","","","","","","Right"
"2021-04-07 19:25:46","2021-04-07 20:34:31","100","True","2000","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","Monday - Friday","50%","Very effective: 90%","","","Right","","","","","","","Right"
"2021-04-07 19:33:08","2021-04-07 20:35:09","100","True","2002","Cisgender Man","Yes","Non-Hispanic White","United States of America","Arizona","Undergraduate Student","Yes","Student","Less than $10,000","No college","Democrat","Roman Catholic","I buy both","Daily","Less than Weekly","No","None","50%","Moderately effective: 85%","","Right","","","","Right","","","",""
"2021-04-07 18:55:46","2021-04-07 20:36:24","100","True","2002","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","No","Student","","No college","Independent","Other Christian:","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Very effective: 90%","","","Wrong","","","","","Wrong","",""
"2021-03-31 20:34:59","2021-03-31 20:36:54","1","False","1989","Cisgender Woman","Yes","Non-Hispanic White","United States of America","Tennessee","Other","Yes","Employed full time","$10,000 - $19,999","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 19:50:21","2021-04-07 20:36:56","100","True","2000","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Unemployed looking for work","Less than $10,000","Some college","Democrat","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","","","","Right","","","Right","","",""
"2021-03-31 20:31:46","2021-03-31 20:37:13","16","False","1987","Cisgender Man","Yes","Non-Hispanic White","United States of America","New Jersey","Other","Yes","Employed full time","$40,000 - $49,999","Some college","Republican","Other:","I buy both","Daily","Weekly","","","","","","","","","","","","","",""
"2021-03-31 20:34:10","2021-03-31 20:37:15","1","False","1983","Cisgender Woman","Yes","Non-Hispanic White","United States of America","Texas","Other","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 19:30:44","2021-04-07 20:37:55","100","True","1999","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","Yes","Employed full time","Less than $10,000","Bachelor's degree","Other","Other Christian:","I buy physical books","More than once a day","Less than Weekly","Yes","None","25%","Moderately effective: 85%","","Right","","","","","Right","","",""
"2021-04-07 19:29:57","2021-04-07 20:37:56","100","True","2002","Cisgender Woman","Yes","Asian","Canada","","Undergraduate Student","Yes","Student","Less than $10,000","Bachelor's degree","Prefer not to say","Prefer not to say","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Very effective: 90%","","","","Right","","Right","","","",""
"2021-03-31 20:33:20","2021-03-31 20:39:02","13","False","1999","Cisgender Woman","Yes","Non-Hispanic White","United States of America","Washington","Other","No","Student","","Some college","Democrat","Atheist or agnostic","I buy ebooks","More than once a day","Weekly","","","","","","","","","","","","","",""
"2021-04-07 18:51:49","2021-04-07 20:40:48","100","True","1999","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","$20,000 - $29,999","Bachelor's degree","Prefer not to say","Prefer not to say","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Very effective: 90%","","","","Right","Right","","","","",""
"2021-03-31 20:31:33","2021-03-31 20:40:53","0","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07 19:34:06","2021-04-07 20:42:05","100","True","1999","Cisgender Woman","Yes","Black or African American","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Very effective: 90%","","Wrong","","","","Right","","","",""
"2021-04-07 19:31:24","2021-04-07 20:43:29","100","True","1993","Cisgender Woman","Yes","Non-Hispanic White","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","No college","Other","Atheist or agnostic","I buy both","More than once a day","Weekly","Yes","Less than 5 weekdays","75%","Moderately effective: 85%","","","Right","","Right","","","","",""
"2021-04-07 18:40:33","2021-04-07 20:44:39","100","True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","No college","Democrat","Hindu","I don't purchase books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","25%","Moderately effective: 85%","","","","Right","","","","","Right",""
